ts,Printing,Warping,Layer_Shifting,Blobs_Layer_Separation,Not_Sticking_To_Bed,Stringing,Gaps,Colapsing,Not_Extruding
81.672,0,0,0,0,0,0,0,0,0
81.676,0,0,0,0,0,0,0,0,0
81.676,0,0,0,0,0,0,0,0,0
81.678,0,0,0,0,0,0,0,0,0
81.68,0,0,0,0,0,0,0,0,0
81.682,0,0,0,0,0,0,0,0,0
81.684,0,0,0,0,0,0,0,0,0
81.686,0,0,0,0,0,0,0,0,0
81.688,0,0,0,0,0,0,0,0,0
81.69200000000001,0,0,0,0,0,0,0,0,0
81.69200000000001,0,0,0,0,0,0,0,0,0
81.694,0,0,0,0,0,0,0,0,0
81.696,0,0,0,0,0,0,0,0,0
81.69800000000001,0,0,0,0,0,0,0,0,0
81.7,0,0,0,0,0,0,0,0,0
81.702,0,0,0,0,0,0,0,0,0
81.70400000000001,0,0,0,0,0,0,0,0,0
81.706,0,0,0,0,0,0,0,0,0
81.706,0,0,0,0,0,0,0,0,0
81.71000000000001,0,0,0,0,0,0,0,0,0
81.712,0,0,0,0,0,0,0,0,0
81.712,0,0,0,0,0,0,0,0,0
81.71600000000001,0,0,0,0,0,0,0,0,0
81.71600000000001,0,0,0,0,0,0,0,0,0
81.72,0,0,0,0,0,0,0,0,0
81.724,0,0,0,0,0,0,0,0,0
81.72800000000001,0,0,0,0,0,0,0,0,0
81.73,0,0,0,0,0,0,0,0,0
81.732,0,0,0,0,0,0,0,0,0
81.734,0,0,0,0,0,0,0,0,0
81.736,0,0,0,0,0,0,0,0,0
81.736,0,0,0,0,0,0,0,0,0
81.74,0,0,0,0,0,0,0,0,0
81.74,0,0,0,0,0,0,0,0,0
81.742,0,0,0,0,0,0,0,0,0
81.744,0,0,0,0,0,0,0,0,0
81.746,0,0,0,0,0,0,0,0,0
81.748,0,0,0,0,0,0,0,0,0
81.748,0,0,0,0,0,0,0,0,0
81.752,0,0,0,0,0,0,0,0,0
81.752,0,0,0,0,0,0,0,0,0
81.754,0,0,0,0,0,0,0,0,0
81.756,0,0,0,0,0,0,0,0,0
81.758,0,0,0,0,0,0,0,0,0
81.76,0,0,0,0,0,0,0,0,0
81.76,0,0,0,0,0,0,0,0,0
81.762,0,0,0,0,0,0,0,0,0
81.764,0,0,0,0,0,0,0,0,0
81.766,0,0,0,0,0,0,0,0,0
81.768,0,0,0,0,0,0,0,0,0
81.77,0,0,0,0,0,0,0,0,0
81.772,0,0,0,0,0,0,0,0,0
81.774,0,0,0,0,0,0,0,0,0
81.776,0,0,0,0,0,0,0,0,0
81.776,0,0,0,0,0,0,0,0,0
81.78,0,0,0,0,0,0,0,0,0
81.78,0,0,0,0,0,0,0,0,0
81.782,0,0,0,0,0,0,0,0,0
81.784,0,0,0,0,0,0,0,0,0
81.786,0,0,0,0,0,0,0,0,0
81.788,0,0,0,0,0,0,0,0,0
81.788,0,0,0,0,0,0,0,0,0
81.792,0,0,0,0,0,0,0,0,0
81.792,0,0,0,0,0,0,0,0,0
81.794,0,0,0,0,0,0,0,0,0
81.796,0,0,0,0,0,0,0,0,0
81.798,0,0,0,0,0,0,0,0,0
81.8,0,0,0,0,0,0,0,0,0
81.8,0,0,0,0,0,0,0,0,0
81.804,0,0,0,0,0,0,0,0,0
81.804,0,0,0,0,0,0,0,0,0
81.806,0,0,0,0,0,0,0,0,0
81.808,0,0,0,0,0,0,0,0,0
81.808,0,0,0,0,0,0,0,0,0
81.812,0,0,0,0,0,0,0,0,0
81.812,0,0,0,0,0,0,0,0,0
81.816,0,0,0,0,0,0,0,0,0
81.816,0,0,0,0,0,0,0,0,0
81.818,0,0,0,0,0,0,0,0,0
81.82000000000001,0,0,0,0,0,0,0,0,0
81.82000000000001,0,0,0,0,0,0,0,0,0
81.822,0,0,0,0,0,0,0,0,0
81.824,0,0,0,0,0,0,0,0,0
81.828,0,0,0,0,0,0,0,0,0
81.83,0,0,0,0,0,0,0,0,0
81.83200000000001,0,0,0,0,0,0,0,0,0
81.83200000000001,0,0,0,0,0,0,0,0,0
81.834,0,0,0,0,0,0,0,0,0
81.836,0,0,0,0,0,0,0,0,0
81.83800000000001,0,0,0,0,0,0,0,0,0
81.84,0,0,0,0,0,0,0,0,0
81.84,0,0,0,0,0,0,0,0,0
81.84400000000001,0,0,0,0,0,0,0,0,0
81.84400000000001,0,0,0,0,0,0,0,0,0
81.846,0,0,0,0,0,0,0,0,0
81.848,0,0,0,0,0,0,0,0,0
81.85000000000001,0,0,0,0,0,0,0,0,0
81.852,0,0,0,0,0,0,0,0,0
81.852,0,0,0,0,0,0,0,0,0
81.85600000000001,0,0,0,0,0,0,0,0,0
81.85600000000001,0,0,0,0,0,0,0,0,0
81.858,0,0,0,0,0,0,0,0,0
81.86,0,0,0,0,0,0,0,0,0
81.862,0,0,0,0,0,0,0,0,0
81.864,0,0,0,0,0,0,0,0,0
81.864,0,0,0,0,0,0,0,0,0
81.868,0,0,0,0,0,0,0,0,0
81.868,0,0,0,0,0,0,0,0,0
81.87,0,0,0,0,0,0,0,0,0
81.872,0,0,0,0,0,0,0,0,0
81.872,0,0,0,0,0,0,0,0,0
81.876,0,0,0,0,0,0,0,0,0
81.876,0,0,0,0,0,0,0,0,0
81.878,0,0,0,0,0,0,0,0,0
81.88,0,0,0,0,0,0,0,0,0
81.884,0,0,0,0,0,0,0,0,0
81.884,0,0,0,0,0,0,0,0,0
81.888,0,0,0,0,0,0,0,0,0
81.888,0,0,0,0,0,0,0,0,0
81.89,0,0,0,0,0,0,0,0,0
81.892,0,0,0,0,0,0,0,0,0
81.892,0,0,0,0,0,0,0,0,0
81.896,0,0,0,0,0,0,0,0,0
81.896,0,0,0,0,0,0,0,0,0
81.898,0,0,0,0,0,0,0,0,0
81.9,0,0,0,0,0,0,0,0,0
81.902,0,0,0,0,0,0,0,0,0
81.904,0,0,0,0,0,0,0,0,0
81.904,0,0,0,0,0,0,0,0,0
81.908,0,0,0,0,0,0,0,0,0
81.908,0,0,0,0,0,0,0,0,0
81.91,0,0,0,0,0,0,0,0,0
81.912,0,0,0,0,0,0,0,0,0
81.914,0,0,0,0,0,0,0,0,0
81.916,0,0,0,0,0,0,0,0,0
81.916,0,0,0,0,0,0,0,0,0
81.92,0,0,0,0,0,0,0,0,0
81.92,0,0,0,0,0,0,0,0,0
81.922,0,0,0,0,0,0,0,0,0
81.924,0,0,0,0,0,0,0,0,0
81.924,0,0,0,0,0,0,0,0,0
81.928,0,0,0,0,0,0,0,0,0
81.928,0,0,0,0,0,0,0,0,0
81.93,0,0,0,0,0,0,0,0,0
81.932,0,0,0,0,0,0,0,0,0
81.934,0,0,0,0,0,0,0,0,0
81.936,0,0,0,0,0,0,0,0,0
81.938,0,0,0,0,0,0,0,0,0
81.938,0,0,0,0,0,0,0,0,0
81.94,0,0,0,0,0,0,0,0,0
81.944,0,0,0,0,0,0,0,0,0
81.944,0,0,0,0,0,0,0,0,0
81.946,0,0,0,0,0,0,0,0,0
81.94800000000001,0,0,0,0,0,0,0,0,0
81.94800000000001,0,0,0,0,0,0,0,0,0
81.95,0,0,0,0,0,0,0,0,0
81.952,0,0,0,0,0,0,0,0,0
81.95400000000001,0,0,0,0,0,0,0,0,0
81.956,0,0,0,0,0,0,0,0,0
81.958,0,0,0,0,0,0,0,0,0
81.96000000000001,0,0,0,0,0,0,0,0,0
81.96000000000001,0,0,0,0,0,0,0,0,0
81.962,0,0,0,0,0,0,0,0,0
81.964,0,0,0,0,0,0,0,0,0
81.96600000000001,0,0,0,0,0,0,0,0,0
81.968,0,0,0,0,0,0,0,0,0
81.968,0,0,0,0,0,0,0,0,0
81.97200000000001,0,0,0,0,0,0,0,0,0
81.97200000000001,0,0,0,0,0,0,0,0,0
81.974,0,0,0,0,0,0,0,0,0
81.976,0,0,0,0,0,0,0,0,0
81.97800000000001,0,0,0,0,0,0,0,0,0
81.98,0,0,0,0,0,0,0,0,0
81.98,0,0,0,0,0,0,0,0,0
81.986,0,0,0,0,0,0,0,0,0
81.988,0,0,0,0,0,0,0,0,0
81.988,0,0,0,0,0,0,0,0,0
81.992,0,0,0,0,0,0,0,0,0
81.992,0,0,0,0,0,0,0,0,0
81.996,0,0,0,0,0,0,0,0,0
81.996,0,0,0,0,0,0,0,0,0
82.0,0,0,0,0,0,0,0,0,0
82.0,0,0,0,0,0,0,0,0,0
82.004,0,0,0,0,0,0,0,0,0
82.004,0,0,0,0,0,0,0,0,0
82.006,0,0,0,0,0,0,0,0,0
82.008,0,0,0,0,0,0,0,0,0
82.01,0,0,0,0,0,0,0,0,0
82.012,0,0,0,0,0,0,0,0,0
82.012,0,0,0,0,0,0,0,0,0
82.016,0,0,0,0,0,0,0,0,0
82.016,0,0,0,0,0,0,0,0,0
82.02,0,0,0,0,0,0,0,0,0
82.02,0,0,0,0,0,0,0,0,0
82.024,0,0,0,0,0,0,0,0,0
82.024,0,0,0,0,0,0,0,0,0
82.026,0,0,0,0,0,0,0,0,0
82.028,0,0,0,0,0,0,0,0,0
82.03,0,0,0,0,0,0,0,0,0
82.032,0,0,0,0,0,0,0,0,0
82.032,0,0,0,0,0,0,0,0,0
82.036,0,0,0,0,0,0,0,0,0
82.036,0,0,0,0,0,0,0,0,0
82.04,0,0,0,0,0,0,0,0,0
82.04,0,0,0,0,0,0,0,0,0
82.042,0,0,0,0,0,0,0,0,0
82.046,0,0,0,0,0,0,0,0,0
82.048,0,0,0,0,0,0,0,0,0
82.05,0,0,0,0,0,0,0,0,0
82.052,0,0,0,0,0,0,0,0,0
82.052,0,0,0,0,0,0,0,0,0
82.056,0,0,0,0,0,0,0,0,0
82.058,0,0,0,0,0,0,0,0,0
82.06,0,0,0,0,0,0,0,0,0
82.062,0,0,0,0,0,0,0,0,0
82.06400000000001,0,0,0,0,0,0,0,0,0
82.066,0,0,0,0,0,0,0,0,0
82.066,0,0,0,0,0,0,0,0,0
82.068,0,0,0,0,0,0,0,0,0
82.072,0,0,0,0,0,0,0,0,0
82.072,0,0,0,0,0,0,0,0,0
82.07600000000001,0,0,0,0,0,0,0,0,0
82.07600000000001,0,0,0,0,0,0,0,0,0
82.078,0,0,0,0,0,0,0,0,0
82.08,0,0,0,0,0,0,0,0,0
82.084,0,0,0,0,0,0,0,0,0
82.084,0,0,0,0,0,0,0,0,0
82.08800000000001,0,0,0,0,0,0,0,0,0
82.08800000000001,0,0,0,0,0,0,0,0,0
82.09,0,0,0,0,0,0,0,0,0
82.092,0,0,0,0,0,0,0,0,0
82.096,0,0,0,0,0,0,0,0,0
82.096,0,0,0,0,0,0,0,0,0
82.10000000000001,0,0,0,0,0,0,0,0,0
82.10000000000001,0,0,0,0,0,0,0,0,0
82.104,0,0,0,0,0,0,0,0,0
82.104,0,0,0,0,0,0,0,0,0
82.108,0,0,0,0,0,0,0,0,0
82.108,0,0,0,0,0,0,0,0,0
82.11,0,0,0,0,0,0,0,0,0
82.112,0,0,0,0,0,0,0,0,0
82.114,0,0,0,0,0,0,0,0,0
82.116,0,0,0,0,0,0,0,0,0
82.12,0,0,0,0,0,0,0,0,0
82.122,0,0,0,0,0,0,0,0,0
82.128,0,0,0,0,0,0,0,0,0
82.132,0,0,0,0,0,0,0,0,0
82.136,0,0,0,0,0,0,0,0,0
82.136,0,0,0,0,0,0,0,0,0
82.14,0,0,0,0,0,0,0,0,0
82.14,0,0,0,0,0,0,0,0,0
82.142,0,0,0,0,0,0,0,0,0
82.144,0,0,0,0,0,0,0,0,0
82.144,0,0,0,0,0,0,0,0,0
82.148,0,0,0,0,0,0,0,0,0
82.148,0,0,0,0,0,0,0,0,0
82.152,0,0,0,0,0,0,0,0,0
82.152,0,0,0,0,0,0,0,0,0
82.156,0,0,0,0,0,0,0,0,0
82.156,0,0,0,0,0,0,0,0,0
82.158,0,0,0,0,0,0,0,0,0
82.16,0,0,0,0,0,0,0,0,0
82.164,0,0,0,0,0,0,0,0,0
82.166,0,0,0,0,0,0,0,0,0
82.168,0,0,0,0,0,0,0,0,0
82.172,0,0,0,0,0,0,0,0,0
82.172,0,0,0,0,0,0,0,0,0
82.174,0,0,0,0,0,0,0,0,0
82.176,0,0,0,0,0,0,0,0,0
82.178,0,0,0,0,0,0,0,0,0
82.18,0,0,0,0,0,0,0,0,0
82.18,0,0,0,0,0,0,0,0,0
82.184,0,0,0,0,0,0,0,0,0
82.188,0,0,0,0,0,0,0,0,0
82.188,0,0,0,0,0,0,0,0,0
82.19200000000001,0,0,0,0,0,0,0,0,0
82.19200000000001,0,0,0,0,0,0,0,0,0
82.194,0,0,0,0,0,0,0,0,0
82.196,0,0,0,0,0,0,0,0,0
82.2,0,0,0,0,0,0,0,0,0
82.20400000000001,0,0,0,0,0,0,0,0,0
82.20400000000001,0,0,0,0,0,0,0,0,0
82.206,0,0,0,0,0,0,0,0,0
82.208,0,0,0,0,0,0,0,0,0
82.21000000000001,0,0,0,0,0,0,0,0,0
82.212,0,0,0,0,0,0,0,0,0
82.212,0,0,0,0,0,0,0,0,0
82.21600000000001,0,0,0,0,0,0,0,0,0
82.21600000000001,0,0,0,0,0,0,0,0,0
82.218,0,0,0,0,0,0,0,0,0
82.22,0,0,0,0,0,0,0,0,0
82.224,0,0,0,0,0,0,0,0,0
82.224,0,0,0,0,0,0,0,0,0
82.226,0,0,0,0,0,0,0,0,0
82.22800000000001,0,0,0,0,0,0,0,0,0
82.22800000000001,0,0,0,0,0,0,0,0,0
82.232,0,0,0,0,0,0,0,0,0
82.232,0,0,0,0,0,0,0,0,0
82.236,0,0,0,0,0,0,0,0,0
82.238,0,0,0,0,0,0,0,0,0
82.24,0,0,0,0,0,0,0,0,0
82.244,0,0,0,0,0,0,0,0,0
82.244,0,0,0,0,0,0,0,0,0
82.246,0,0,0,0,0,0,0,0,0
82.248,0,0,0,0,0,0,0,0,0
82.25,0,0,0,0,0,0,0,0,0
82.252,0,0,0,0,0,0,0,0,0
82.254,0,0,0,0,0,0,0,0,0
82.256,0,0,0,0,0,0,0,0,0
82.258,0,0,0,0,0,0,0,0,0
82.26,0,0,0,0,0,0,0,0,0
82.26,0,0,0,0,0,0,0,0,0
82.264,0,0,0,0,0,0,0,0,0
82.264,0,0,0,0,0,0,0,0,0
82.268,0,0,0,0,0,0,0,0,0
82.268,0,0,0,0,0,0,0,0,0
82.272,0,0,0,0,0,0,0,0,0
82.272,0,0,0,0,0,0,0,0,0
82.274,0,0,0,0,0,0,0,0,0
82.276,0,0,0,0,0,0,0,0,0
82.276,0,0,0,0,0,0,0,0,0
82.28,0,0,0,0,0,0,0,0,0
82.28,0,0,0,0,0,0,0,0,0
82.284,0,0,0,0,0,0,0,0,0
82.284,0,0,0,0,0,0,0,0,0
82.288,0,0,0,0,0,0,0,0,0
82.288,0,0,0,0,0,0,0,0,0
82.29,0,0,0,0,0,0,0,0,0
82.292,0,0,0,0,0,0,0,0,0
82.294,0,0,0,0,0,0,0,0,0
82.296,0,0,0,0,0,0,0,0,0
82.296,0,0,0,0,0,0,0,0,0
82.3,0,0,0,0,0,0,0,0,0
82.304,0,0,0,0,0,0,0,0,0
82.304,0,0,0,0,0,0,0,0,0
82.312,0,0,0,0,0,0,0,0,0
82.312,0,0,0,0,0,0,0,0,0
82.31400000000001,0,0,0,0,0,0,0,0,0
82.316,0,0,0,0,0,0,0,0,0
82.32000000000001,0,0,0,0,0,0,0,0,0
82.322,0,0,0,0,0,0,0,0,0
82.324,0,0,0,0,0,0,0,0,0
82.32600000000001,0,0,0,0,0,0,0,0,0
82.328,0,0,0,0,0,0,0,0,0
82.328,0,0,0,0,0,0,0,0,0
82.33200000000001,0,0,0,0,0,0,0,0,0
82.33200000000001,0,0,0,0,0,0,0,0,0
82.336,0,0,0,0,0,0,0,0,0
82.34,0,0,0,0,0,0,0,0,0
82.34,0,0,0,0,0,0,0,0,0
82.34400000000001,0,0,0,0,0,0,0,0,0
82.34400000000001,0,0,0,0,0,0,0,0,0
82.346,0,0,0,0,0,0,0,0,0
82.348,0,0,0,0,0,0,0,0,0
82.35000000000001,0,0,0,0,0,0,0,0,0
82.352,0,0,0,0,0,0,0,0,0
82.354,0,0,0,0,0,0,0,0,0
82.35600000000001,0,0,0,0,0,0,0,0,0
82.358,0,0,0,0,0,0,0,0,0
82.36,0,0,0,0,0,0,0,0,0
82.36,0,0,0,0,0,0,0,0,0
82.364,0,0,0,0,0,0,0,0,0
82.364,0,0,0,0,0,0,0,0,0
82.368,0,0,0,0,0,0,0,0,0
82.37,0,0,0,0,0,0,0,0,0
82.372,0,0,0,0,0,0,0,0,0
82.374,0,0,0,0,0,0,0,0,0
82.376,0,0,0,0,0,0,0,0,0
82.376,0,0,0,0,0,0,0,0,0
82.38,0,0,0,0,0,0,0,0,0
82.38,0,0,0,0,0,0,0,0,0
82.384,0,0,0,0,0,0,0,0,0
82.384,0,0,0,0,0,0,0,0,0
82.388,0,0,0,0,0,0,0,0,0
82.388,0,0,0,0,0,0,0,0,0
82.392,0,0,0,0,0,0,0,0,0
82.392,0,0,0,0,0,0,0,0,0
82.394,0,0,0,0,0,0,0,0,0
82.396,0,0,0,0,0,0,0,0,0
82.398,0,0,0,0,0,0,0,0,0
82.4,0,0,0,0,0,0,0,0,0
82.402,0,0,0,0,0,0,0,0,0
82.404,0,0,0,0,0,0,0,0,0
82.406,0,0,0,0,0,0,0,0,0
82.408,0,0,0,0,0,0,0,0,0
82.408,0,0,0,0,0,0,0,0,0
82.412,0,0,0,0,0,0,0,0,0
82.412,0,0,0,0,0,0,0,0,0
82.416,0,0,0,0,0,0,0,0,0
82.416,0,0,0,0,0,0,0,0,0
82.42,0,0,0,0,0,0,0,0,0
82.42,0,0,0,0,0,0,0,0,0
82.424,0,0,0,0,0,0,0,0,0
82.424,0,0,0,0,0,0,0,0,0
82.426,0,0,0,0,0,0,0,0,0
82.428,0,0,0,0,0,0,0,0,0
82.428,0,0,0,0,0,0,0,0,0
82.432,0,0,0,0,0,0,0,0,0
82.432,0,0,0,0,0,0,0,0,0
82.436,0,0,0,0,0,0,0,0,0
82.436,0,0,0,0,0,0,0,0,0
82.438,0,0,0,0,0,0,0,0,0
82.44,0,0,0,0,0,0,0,0,0
82.44200000000001,0,0,0,0,0,0,0,0,0
82.444,0,0,0,0,0,0,0,0,0
82.446,0,0,0,0,0,0,0,0,0
82.44800000000001,0,0,0,0,0,0,0,0,0
82.44800000000001,0,0,0,0,0,0,0,0,0
82.45,0,0,0,0,0,0,0,0,0
82.452,0,0,0,0,0,0,0,0,0
82.456,0,0,0,0,0,0,0,0,0
82.456,0,0,0,0,0,0,0,0,0
82.458,0,0,0,0,0,0,0,0,0
82.46000000000001,0,0,0,0,0,0,0,0,0
82.462,0,0,0,0,0,0,0,0,0
82.462,0,0,0,0,0,0,0,0,0
82.464,0,0,0,0,0,0,0,0,0
82.468,0,0,0,0,0,0,0,0,0
82.47,0,0,0,0,0,0,0,0,0
82.47200000000001,0,0,0,0,0,0,0,0,0
82.47200000000001,0,0,0,0,0,0,0,0,0
82.474,0,0,0,0,0,0,0,0,0
82.476,0,0,0,0,0,0,0,0,0
82.48,0,0,0,0,0,0,0,0,0
82.48,0,0,0,0,0,0,0,0,0
82.484,0,0,0,0,0,0,0,0,0
82.484,0,0,0,0,0,0,0,0,0
82.488,0,0,0,0,0,0,0,0,0
82.488,0,0,0,0,0,0,0,0,0
82.492,0,0,0,0,0,0,0,0,0
82.492,0,0,0,0,0,0,0,0,0
82.496,0,0,0,0,0,0,0,0,0
82.496,0,0,0,0,0,0,0,0,0
82.5,0,0,0,0,0,0,0,0,0
82.5,0,0,0,0,0,0,0,0,0
82.504,0,0,0,0,0,0,0,0,0
82.504,0,0,0,0,0,0,0,0,0
82.508,0,0,0,0,0,0,0,0,0
82.508,0,0,0,0,0,0,0,0,0
82.51,0,0,0,0,0,0,0,0,0
82.512,0,0,0,0,0,0,0,0,0
82.516,0,0,0,0,0,0,0,0,0
82.516,0,0,0,0,0,0,0,0,0
82.518,0,0,0,0,0,0,0,0,0
82.52,0,0,0,0,0,0,0,0,0
82.522,0,0,0,0,0,0,0,0,0
82.524,0,0,0,0,0,0,0,0,0
82.526,0,0,0,0,0,0,0,0,0
82.528,0,0,0,0,0,0,0,0,0
82.528,0,0,0,0,0,0,0,0,0
82.532,0,0,0,0,0,0,0,0,0
82.534,0,0,0,0,0,0,0,0,0
82.536,0,0,0,0,0,0,0,0,0
82.538,0,0,0,0,0,0,0,0,0
82.54,0,0,0,0,0,0,0,0,0
82.54,0,0,0,0,0,0,0,0,0
82.544,0,0,0,0,0,0,0,0,0
82.544,0,0,0,0,0,0,0,0,0
82.548,0,0,0,0,0,0,0,0,0
82.548,0,0,0,0,0,0,0,0,0
82.552,0,0,0,0,0,0,0,0,0
82.552,0,0,0,0,0,0,0,0,0
82.554,0,0,0,0,0,0,0,0,0
82.556,0,0,0,0,0,0,0,0,0
82.558,0,0,0,0,0,0,0,0,0
82.56,0,0,0,0,0,0,0,0,0
82.562,0,0,0,0,0,0,0,0,0
82.56400000000001,0,0,0,0,0,0,0,0,0
82.566,0,0,0,0,0,0,0,0,0
82.568,0,0,0,0,0,0,0,0,0
82.57000000000001,0,0,0,0,0,0,0,0,0
82.572,0,0,0,0,0,0,0,0,0
82.574,0,0,0,0,0,0,0,0,0
82.57600000000001,0,0,0,0,0,0,0,0,0
82.578,0,0,0,0,0,0,0,0,0
82.58,0,0,0,0,0,0,0,0,0
82.58200000000001,0,0,0,0,0,0,0,0,0
82.584,0,0,0,0,0,0,0,0,0
82.586,0,0,0,0,0,0,0,0,0
82.58800000000001,0,0,0,0,0,0,0,0,0
82.59,0,0,0,0,0,0,0,0,0
82.592,0,0,0,0,0,0,0,0,0
82.592,0,0,0,0,0,0,0,0,0
82.596,0,0,0,0,0,0,0,0,0
82.598,0,0,0,0,0,0,0,0,0
82.60000000000001,0,0,0,0,0,0,0,0,0
82.602,0,0,0,0,0,0,0,0,0
82.602,0,0,0,0,0,0,0,0,0
82.604,0,0,0,0,0,0,0,0,0
82.608,0,0,0,0,0,0,0,0,0
82.608,0,0,0,0,0,0,0,0,0
82.61,0,0,0,0,0,0,0,0,0
82.612,0,0,0,0,0,0,0,0,0
82.614,0,0,0,0,0,0,0,0,0
82.616,0,0,0,0,0,0,0,0,0
82.618,0,0,0,0,0,0,0,0,0
82.62,0,0,0,0,0,0,0,0,0
82.62,0,0,0,0,0,0,0,0,0
82.624,0,0,0,0,0,0,0,0,0
82.624,0,0,0,0,0,0,0,0,0
82.628,0,0,0,0,0,0,0,0,0
82.628,0,0,0,0,0,0,0,0,0
82.632,0,0,0,0,0,0,0,0,0
82.632,0,0,0,0,0,0,0,0,0
82.636,0,0,0,0,0,0,0,0,0
82.636,0,0,0,0,0,0,0,0,0
82.64,0,0,0,0,0,0,0,0,0
82.64,0,0,0,0,0,0,0,0,0
82.642,0,0,0,0,0,0,0,0,0
82.644,0,0,0,0,0,0,0,0,0
82.644,0,0,0,0,0,0,0,0,0
82.648,0,0,0,0,0,0,0,0,0
82.648,0,0,0,0,0,0,0,0,0
82.652,0,0,0,0,0,0,0,0,0
82.652,0,0,0,0,0,0,0,0,0
82.656,0,0,0,0,0,0,0,0,0
82.656,0,0,0,0,0,0,0,0,0
82.66,0,0,0,0,0,0,0,0,0
82.66,0,0,0,0,0,0,0,0,0
82.662,0,0,0,0,0,0,0,0,0
82.664,0,0,0,0,0,0,0,0,0
82.666,0,0,0,0,0,0,0,0,0
82.668,0,0,0,0,0,0,0,0,0
82.668,0,0,0,0,0,0,0,0,0
82.672,0,0,0,0,0,0,0,0,0
82.672,0,0,0,0,0,0,0,0,0
82.674,0,0,0,0,0,0,0,0,0
82.676,0,0,0,0,0,0,0,0,0
82.678,0,0,0,0,0,0,0,0,0
82.68,0,0,0,0,0,0,0,0,0
82.68,0,0,0,0,0,0,0,0,0
82.684,0,0,0,0,0,0,0,0,0
82.684,0,0,0,0,0,0,0,0,0
82.688,0,0,0,0,0,0,0,0,0
82.688,0,0,0,0,0,0,0,0,0
82.69,0,0,0,0,0,0,0,0,0
82.69200000000001,0,0,0,0,0,0,0,0,0
82.694,0,0,0,0,0,0,0,0,0
82.696,0,0,0,0,0,0,0,0,0
82.7,0,0,0,0,0,0,0,0,0
82.7,0,0,0,0,0,0,0,0,0
82.702,0,0,0,0,0,0,0,0,0
82.70400000000001,0,0,0,0,0,0,0,0,0
82.706,0,0,0,0,0,0,0,0,0
82.706,0,0,0,0,0,0,0,0,0
82.708,0,0,0,0,0,0,0,0,0
82.712,0,0,0,0,0,0,0,0,0
82.712,0,0,0,0,0,0,0,0,0
82.714,0,0,0,0,0,0,0,0,0
82.71600000000001,0,0,0,0,0,0,0,0,0
82.718,0,0,0,0,0,0,0,0,0
82.718,0,0,0,0,0,0,0,0,0
82.72,0,0,0,0,0,0,0,0,0
82.724,0,0,0,0,0,0,0,0,0
82.724,0,0,0,0,0,0,0,0,0
82.726,0,0,0,0,0,0,0,0,0
82.72800000000001,0,0,0,0,0,0,0,0,0
82.72800000000001,0,0,0,0,0,0,0,0,0
82.732,0,0,0,0,0,0,0,0,0
82.732,0,0,0,0,0,0,0,0,0
82.736,0,0,0,0,0,0,0,0,0
82.736,0,0,0,0,0,0,0,0,0
82.738,0,0,0,0,0,0,0,0,0
82.74,0,0,0,0,0,0,0,0,0
82.742,0,0,0,0,0,0,0,0,0
82.744,0,0,0,0,0,0,0,0,0
82.744,0,0,0,0,0,0,0,0,0
82.748,0,0,0,0,0,0,0,0,0
82.748,0,0,0,0,0,0,0,0,0
82.75,0,0,0,0,0,0,0,0,0
82.752,0,0,0,0,0,0,0,0,0
82.754,0,0,0,0,0,0,0,0,0
82.756,0,0,0,0,0,0,0,0,0
82.756,0,0,0,0,0,0,0,0,0
82.76,0,0,0,0,0,0,0,0,0
82.76,0,0,0,0,0,0,0,0,0
82.762,0,0,0,0,0,0,0,0,0
82.764,0,0,0,0,0,0,0,0,0
82.766,0,0,0,0,0,0,0,0,0
82.768,0,0,0,0,0,0,0,0,0
82.768,0,0,0,0,0,0,0,0,0
82.772,0,0,0,0,0,0,0,0,0
82.772,0,0,0,0,0,0,0,0,0
82.774,0,0,0,0,0,0,0,0,0
82.776,0,0,0,0,0,0,0,0,0
82.778,0,0,0,0,0,0,0,0,0
82.78,0,0,0,0,0,0,0,0,0
82.78,0,0,0,0,0,0,0,0,0
82.784,0,0,0,0,0,0,0,0,0
82.784,0,0,0,0,0,0,0,0,0
82.786,0,0,0,0,0,0,0,0,0
82.788,0,0,0,0,0,0,0,0,0
82.79,0,0,0,0,0,0,0,0,0
82.792,0,0,0,0,0,0,0,0,0
82.792,0,0,0,0,0,0,0,0,0
82.796,0,0,0,0,0,0,0,0,0
82.796,0,0,0,0,0,0,0,0,0
82.8,0,0,0,0,0,0,0,0,0
82.8,0,0,0,0,0,0,0,0,0
82.804,0,0,0,0,0,0,0,0,0
82.804,0,0,0,0,0,0,0,0,0
82.806,0,0,0,0,0,0,0,0,0
82.808,0,0,0,0,0,0,0,0,0
82.81,0,0,0,0,0,0,0,0,0
82.812,0,0,0,0,0,0,0,0,0
82.812,0,0,0,0,0,0,0,0,0
82.816,0,0,0,0,0,0,0,0,0
82.816,0,0,0,0,0,0,0,0,0
82.818,0,0,0,0,0,0,0,0,0
82.82000000000001,0,0,0,0,0,0,0,0,0
82.82000000000001,0,0,0,0,0,0,0,0,0
82.822,0,0,0,0,0,0,0,0,0
82.824,0,0,0,0,0,0,0,0,0
82.82600000000001,0,0,0,0,0,0,0,0,0
82.828,0,0,0,0,0,0,0,0,0
82.83,0,0,0,0,0,0,0,0,0
82.83200000000001,0,0,0,0,0,0,0,0,0
82.83200000000001,0,0,0,0,0,0,0,0,0
82.834,0,0,0,0,0,0,0,0,0
